Family_ID,POS,Word/Collocations,Strict_Synonyms,Meaning_VN,,
236,phrase,provide a rationale,give a justification,đưa ra lý do căn bản,,
236,phrase,underlying rationale,basic justification,lý do căn bản tiềm ẩn,,
237,v,justify,warrant,bào chữa/chứng minh là đúng,,
237,n,justification,rationale,sự bào chữa/lý do chính đáng,,
237,adj,justifiable,defensible,có thể bào chữa được,,
237,phrase,justify the cost,warrant the expense,chứng minh chi phí là hợp lý,,
237,phrase,morally justified,ethically defensible,đúng đắn về mặt đạo đức,,
237,phrase,without justification,unwarranted,không có lý do chính đáng,,
238,v,analyze,examine,phân tích,,
238,n,analysis,examination,sự phân tích,,
238,adj,analytical,interpretive,thuộc về phân tích,,
238,phrase,analyze data,examine figures,phân tích dữ liệu,,
238,phrase,statistical analysis,mathematical examination,phân tích thống kê,,
238,phrase,analytical skills,interpretive abilities,kỹ năng phân tích,,
239,v,interpret,explain,giải thích/phiên dịch,,
239,n,interpretation,explanation,sự giải thích/thông dịch,,
239,phrase,interpret results,explain findings,giải thích kết quả,,
239,phrase,literal interpretation,strict explanation,hiểu theo nghĩa đen,,
239,phrase,misinterpret data,misexplain figures,hiểu sai dữ liệu,,
240,v,conclude,finish,kết luận,,
240,n,conclusion,deduction,sự kết luận,,
240,adj,conclusive,decisive,mang tính kết luận/dứt khoát,,
240,phrase,conclude an investigation,finish an inquiry,kết thúc cuộc điều tra,,
240,phrase,draw a conclusion,make a deduction,rút ra kết luận,,
240,phrase,conclusive evidence,decisive proof,bằng chứng xác đáng,,
241,v,infer,deduce,suy ra/luận ra,,
241,n,inference,deduction,sự suy luận,,
241,phrase,infer from data,deduce from figures,suy ra từ dữ liệu,,
241,phrase,make an inference,draw a deduction,thực hiện suy luận,,
241,phrase,inferred meaning,,ý nghĩa được suy ra,,
242,v,imply,suggest,ngụ ý/gợi ý,,
242,n,implication,suggestion,sự ngụ ý/hệ quả,,
242,phrase,imply a connection,suggest a link,ngụ ý một sự kết nối,,
242,phrase,practical implications,,hệ quả thực tiễn,,
243,n,significance,importance,tầm quan trọng/ý nghĩa,,
243,v,signify,mean,biểu thị/có nghĩa là,,
243,adj,significant,important,quan trọng/đáng kể,,
243,phrase,statistical significance,,ý nghĩa thống kê,,
243,phrase,historical significance,historical importance,tầm quan trọng lịch sử,,
243,phrase,significantly increase,,tăng đáng kể,,
244,v,evaluate,assess,đánh giá,,
244,n,evaluation,assessment,sự đánh giá,,
244,phrase,evaluate performance,assess execution,đánh giá hiệu suất,,
244,phrase,systematic evaluation,organized assessment,đánh giá có hệ thống,,
244,phrase,evaluation criteria,assessment standards,tiêu chí đánh giá,,
245,v,assess,evaluate,định giá/đánh giá,,
245,n,assessment,evaluation,sự đánh giá/mức thuế,,
245,phrase,risk assessment,risk evaluation,đánh giá rủi ro,,
245,phrase,needs assessment,,đánh giá nhu cầu,,
245,phrase,assess the impact,evaluate the effect,đánh giá tác động,,
246,v,estimate,approximate,ước tính,,
246,n,estimate,approximation,sự ước tính,,
246,phrase,estimate costs,approximate expenses,ước tính chi phí,,
246,phrase,rough estimate,approximate calculation,ước tính sơ bộ,,
246,phrase,reliable estimate,accurate approximation,ước tính đáng tin cậy,,
247,v,calculate,compute,tính toán,,
247,n,calculation,computation,sự tính toán,,
247,phrase,calculate risks,,tính toán rủi ro,,
247,phrase,accurately calculate,precisely compute,tính toán chính xác,,
247,phrase,perform calculations,do computations,thực hiện tính toán,,
248,v,compute,calculate,tính toán (bằng máy tính),,
248,n,computation,calculation,sự tính toán/điện toán,,
248,phrase,compute data,process information,tính toán dữ liệu,,
248,phrase,computing power,,năng lực/khả năng tính toán,,
248,phrase,complex computation,intricate calculation,tính toán phức tạp,,
249,v,quantify,measure,định lượng,,
249,adj,quantifiable,measurable,có thể định lượng,,
249,phrase,quantify impact,measure effect,định lượng tác động,,
249,phrase,difficult to quantify,hard to measure,khó định lượng,,
249,phrase,quantifiable results,measurable outcomes,kết quả có thể định lượng,,
250,v,measure,gauge,đo lường,,
250,n,measurement,gauge,sự đo lường,,
250,phrase,measure success,gauge achievement,đo lường sự thành công,,
250,phrase,precise measurement,exact gauge,đo lường chính xác,,
250,phrase,precautionary measure,safety step,biện pháp phòng ngừa,,
251,v,project,forecast,dự phóng/dự kiến,,
251,n,projection,forecast,sự dự phóng,,
251,phrase,projected growth,forecasted increase,tăng trưởng dự kiến,,
251,phrase,project future,forecast upcoming,dự đoán tương lai,,
251,phrase,budget projection,financial forecast,dự phóng ngân sách,,
252,v,predict,forecast,dự đoán,,
252,n,prediction,forecast,sự dự đoán,,
252,adj,predictable,foreseeable,có thể đoán trước,,
252,phrase,predict outcomes,forecast results,dự đoán kết quả,,
252,phrase,predictable behavior,foreseeable conduct,hành vi có thể đoán trước,,
252,phrase,accurate prediction,reliable forecast,dự đoán chính xác,,
253,v,forecast,predict,dự báo,,
253,n,forecast,prediction,bản dự báo,,
253,phrase,weather forecast,meteorological prediction,dự báo thời tiết,,
253,phrase,economic forecast,financial prediction,dự báo kinh tế,,
253,phrase,forecast demand,predict requirement,dự báo nhu cầu,,
254,v,anticipate,expect,tiên liệu/đoán trước,,
254,n,anticipation,expectation,sự tiên liệu/mong đợi,,
254,phrase,anticipate changes,expect alterations,tiên liệu những thay đổi,,
254,phrase,anticipate needs,expect requirements,đoán trước nhu cầu,,
254,phrase,eagerly anticipated,highly expected,được mong đợi nồng nhiệt,,
255,v,expect,anticipate,mong đợi/kỳ vọng,,
255,n,expectation,anticipation,sự kỳ vọng,,
255,phrase,expect results,anticipate outcomes,kỳ vọng kết quả,,
255,phrase,life expectancy,average lifespan,tuổi thọ trung bình,,
255,phrase,beyond expectations,surpassing anticipation,vượt quá mong đợi,,
256,n,objective,goal,mục tiêu (khách quan),,
256,phrase,primary objective,main goal,mục tiêu chính,,
256,phrase,clear objectives,defined goals,mục tiêu rõ ràng,,
256,phrase,achieve objectives,reach goals,đạt được mục tiêu,,
257,n,goal,objective,mục tiêu (dài hạn),,
257,phrase,ultimate goal,final objective,mục tiêu cuối cùng,,
257,phrase,set goals,establish objectives,đặt ra mục tiêu,,
257,phrase,reach a goal,achieve an objective,đạt được mục tiêu,,
258,n,target,goal,mục tiêu (con số/đối tượng),,
258,v,target,aim at,nhắm tới,,
258,phrase,target audience,intended listeners,khán giả mục tiêu,,
258,phrase,meet targets,reach goals,đạt được chỉ tiêu,,
258,phrase,target group,focus group,nhóm đối tượng mục tiêu,,
259,n,aim,purpose,mục đích,,
259,v,aim,strive,nhắm tới,,
259,phrase,primary aim,main purpose,mục đích chính,,
259,phrase,aim to achieve,strive to reach,nhắm tới việc đạt được,,
259,phrase,aim high,strive for excellence,đặt mục tiêu cao,,
260,n,purpose,aim,mục đích/ý định,,
260,phrase,main purpose,primary aim,mục đích chính,,
260,phrase,dual purpose,twofold aim,mục đích kép,,
260,phrase,for the purpose of,with the aim of,vì mục đích/nhằm mục đích,,
261,n,intention,purpose,ý định/mục đích,,
261,adj,intentional,deliberate,cố ý/có chủ tâm,,
261,adv,intentionally,deliberately,một cách cố ý,,
261,phrase,original intention,initial purpose,ý định ban đầu,,
261,phrase,clear intention,obvious purpose,ý định rõ ràng,,
261,phrase,with the intention of,,với ý định làm gì,,
262,n,motivation,incentive,động lực,,
262,v,motivate,inspire,thúc đẩy/truyền cảm hứng,,
262,phrase,high motivation,strong incentive,động lực cao,,
262,phrase,extrinsic motivation,external incentive,động lực bên ngoài,,
262,phrase,motivate students,inspire learners,thúc đẩy học sinh,,
263,n,reason,rationale,lý do/nguyên nhân,,
263,adj,reasonable,sensible,hợp lý,,
263,adv,reasonably,sensibly,một cách hợp lý,,
263,phrase,main reason,primary rationale,lý do chính,,
263,phrase,reasonable doubt,,nghi ngờ hợp lý,,
263,phrase,reasonably expected,sensibly anticipated,được kỳ vọng một cách hợp lý,,
264,n,cause,origin,nguyên nhân,,
264,v,cause,,gây ra,,
264,n,causation,,quan hệ nhân quả,,
264,phrase,root cause,primary origin,nguyên nhân gốc rễ,,
264,phrase,cause and effect,,nhân quả,,
264,phrase,leading cause,main origin,nguyên nhân hàng đầu,,
265,n,factor,influence,nhân tố/yếu tố,,
265,phrase,key factor,primary influence,nhân tố then chốt,,
265,phrase,contributing factor,influencing element,nhân tố góp phần,,
265,phrase,factor in,consider,tính đến/xem xét yếu tố,,
266,n,element,component,yếu tố/thành phần,,
266,adj,elementary,basic,cơ bản/sơ cấp,,
266,phrase,essential element,key component,yếu tố thiết yếu,,
266,phrase,human element,,yếu tố con người,,
266,phrase,elementary school,primary school,trường tiểu học,,
267,n,component,element,thành phần/bộ phận,,
267,phrase,key component,essential element,thành phần then chốt,,
267,phrase,structural component,constituent part,thành phần cấu trúc,,
267,phrase,component parts,constituent elements,các bộ phận cấu thành,,
268,n,aspect,facet,khía cạnh,,
268,phrase,positive aspect,favorable facet,khía cạnh tích cực,,
268,phrase,technical aspect,technological facet,khía cạnh kỹ thuật,,
268,phrase,aspect of life,facet of existence,khía cạnh cuộc sống,,
269,n,feature,characteristic,đặc điểm/tính năng,,
269,v,feature,,có (đặc điểm gì),,
269,phrase,key feature,main characteristic,đặc điểm chính,,
269,phrase,distinctive feature,unique trait,nét đặc trưng,,
269,phrase,feature prominently,display significantly,nổi bật rõ rệt,,
270,n,attribute,property,thuộc tính/phẩm chất,,
270,v,attribute,ascribe,quy cho/cho là do,,
270,phrase,positive attribute,good property,phẩm chất tốt,,
270,phrase,attribute success to,ascribe victory to,quy thành công là do,,
270,phrase,essential attribute,key property,thuộc tính thiết yếu,,
271,n,property,attribute,tính chất/tài sản,,
271,phrase,chemical property,chemical attribute,tính chất hóa học,,
271,phrase,physical property,physical attribute,tính chất vật lý,,
271,phrase,private property,,tài sản riêng,,
272,n,quality,standard,chất lượng/phẩm chất,,
272,adj,qualitative,,thuộc về định tính,,
272,phrase,high quality,superior standard,chất lượng cao,,
272,phrase,qualitative research,,nghiên cứu định tính,,
272,phrase,personal qualities,individual traits,phẩm chất cá nhân,,
273,n,characteristic,trait,đặc tính,,
273,adj,characteristic,typical,đặc trưng,,
273,adv,characteristically,typically,một cách đặc trưng,,
273,phrase,distinctive characteristic,unique trait,đặc tính riêng biệt,,
273,phrase,characteristic of,typical of,đặc trưng của,,
274,n,criterion,standard,tiêu chí,,
274,phrase,main criterion,primary standard,tiêu chí chính,,
274,phrase,selection criteria,,tiêu chí lựa chọn,,
274,phrase,meet criteria,fulfill standards,đáp ứng tiêu chí,,
275,n,category,class,loại/hạng mục,,
275,v,categorize,classify,phân loại,,
275,n,categorization,classification,sự phân loại,,
275,phrase,broad category,wide class,nhóm rộng,,
275,phrase,categorize data,classify information,phân loại dữ liệu,,
276,v,classify,categorize,phân loại,,
276,n,classification,categorization,sự phân loại,,
276,phrase,classify information,categorize data,phân loại thông tin,,
276,phrase,scientific classification,,phân loại khoa học,,
276,phrase,system of classification,,hệ thống phân loại,,
277,n,structure,framework,cấu trúc/cơ cấu,,
277,v,structure,organize,thiết lập cấu trúc,,
277,adj,structural,organizational,thuộc về cấu trúc,,
277,phrase,social structure,social framework,cấu trúc xã hội,,
277,phrase,structural changes,organizational alterations,thay đổi về cấu trúc,,
277,phrase,well-structured essay,,bài luận có cấu trúc tốt,,
278,n,system,network,hệ thống,,
278,adj,systemic,institutional,thuộc về hệ thống (quy mô lớn),,
278,phrase,educational system,school network,hệ thống giáo dục,,
278,phrase,systemic failure,,lỗi hệ thống,,
278,phrase,solar system,,hệ mặt trời,,
279,n,function,role,chức năng/nhiệm vụ,,
279,v,function,operate,hoạt động/vận hành,,
279,adj,functional,operational,thiết thực/đang hoạt động,,
279,phrase,primary function,main role,chức năng chính,,
279,phrase,functional requirement,,yêu cầu về chức năng,,
279,phrase,function effectively,operate successfully,hoạt động hiệu quả,,
280,n,mechanism,process,cơ chế,,
280,phrase,defense mechanism,,cơ chế phòng vệ,,
280,phrase,market mechanism,market process,cơ chế thị trường,,
